codigo_ibge,uf,municipio,horas,minutos
5209705,GO,HIDROLÂNDIA,11,27
5209903,GO,IACIARA,11,28
5209937,GO,INACIOLÂNDIA,11,27
5209952,GO,INDIARA,11,27
5210000,GO,INHUMAS,11,27
5210109,GO,IPAMERI,11,27
5210158,GO,IPIRANGA DE GOIÁS,11,28
5210208,GO,IPORÁ,11,27
5210307,GO,ISRAELÂNDIA,11,27
5210406,GO,ITABERAÍ,11,27
5210562,GO,ITAGUARI,11,28
5210604,GO,ITAGUARU,11,28
5210802,GO,ITAJÁ,11,27
5210901,GO,ITAPACI,11,28
5211008,GO,ITAPIRAPUÃ,11,28
5211206,GO,ITAPURANGA,11,28
5211305,GO,ITARUMÃ,11,27
5211404,GO,ITAUÇU,11,27
5211503,GO,ITUMBIARA,11,27
5211602,GO,IVOLÂNDIA,11,27
5211701,GO,JANDAIA,11,27
5211800,GO,JARAGUÁ,11,28
5211909,GO,JATAÍ,11,27
5212006,GO,JAUPACI,11,27
5212055,GO,JESÚPOLIS,11,27
5212105,GO,JOVIÂNIA,11,27
5212204,GO,JUSSARA,11,28
5212253,GO,LAGOA SANTA,11,27
5212303,GO,LEOPOLDO DE BULHÕES,11,27
5212501,GO,LUZIÂNIA,11,27
5212600,GO,MAIRIPOTABA,11,27
5212709,GO,MAMBAÍ,11,28
5212808,GO,MARA ROSA,11,28
5212907,GO,MARZAGÃO,11,27
5212956,GO,MATRINCHÃ,11,28
5213004,GO,MAURILÂNDIA,11,27
5213053,GO,MIMOSO DE GOIÁS,11,28
5213087,GO,MINAÇU,11,28
5213103,GO,MINEIROS,11,27
5213400,GO,MOIPORÁ,11,27
5213509,GO,MONTE ALEGRE DE GOIÁS,11,28
5213707,GO,MONTES CLAROS DE GOIÁS,11,27
5213756,GO,MONTIVIDIU,11,27
5213772,GO,MONTIVIDIU DO NORTE,11,28
5213806,GO,MORRINHOS,11,27
5213855,GO,MORRO AGUDO DE GOIÁS,11,28
5213905,GO,MOSSÂMEDES,11,27
5214002,GO,MOZARLÂNDIA,11,28
5214051,GO,MUNDO NOVO,11,28
5214101,GO,MUTUNÓPOLIS,11,28
5214408,GO,NAZÁRIO,11,27
5214507,GO,NERÓPOLIS,11,27
5214606,GO,NIQUELÂNDIA,11,28
5214705,GO,NOVA AMÉRICA,11,28
5214804,GO,NOVA AURORA,11,27
5214838,GO,NOVA CRIXÁS,11,28
5214861,GO,NOVA GLÓRIA,11,28
5214879,GO,NOVA IGUAÇU DE GOIÁS,11,28
5214903,GO,NOVA ROMA,11,28
5215009,GO,NOVA VENEZA,11,27
5215207,GO,NOVO BRASIL,11,27
5215231,GO,NOVO GAMA,11,27
5215256,GO,NOVO PLANALTO,11,28
5215306,GO,ORIZONA,11,27
5215405,GO,OURO VERDE DE GOIÁS,11,27
5215504,GO,OUVIDOR,11,27
5215603,GO,PADRE BERNARDO,11,28
5215652,GO,PALESTINA DE GOIÁS,11,27
5215702,GO,PALMEIRAS DE GOIÁS,11,27
5215801,GO,PALMELO,11,27
5215900,GO,PALMINÓPOLIS,11,27
5216007,GO,PANAMÁ,11,27
5216304,GO,PARANAIGUARA,11,27
5216403,GO,PARAÚNA,11,27
5216452,GO,PEROLÂNDIA,11,27
5216809,GO,PETROLINA DE GOIÁS,11,27
5216908,GO,PILAR DE GOIÁS,11,28
5217104,GO,PIRACANJUBA,11,27
5217203,GO,PIRANHAS,11,27
5217302,GO,PIRENÓPOLIS,11,28
5217401,GO,PIRES DO RIO,11,27
5217609,GO,PLANALTINA,11,28
5217708,GO,PONTALINA,11,27
5218003,GO,PORANGATU,11,28
5218052,GO,PORTEIRÃO,11,27
5218102,GO,PORTELÂNDIA,11,27
5218300,GO,POSSE,11,28
5218391,GO,PROFESSOR JAMIL,11,27
5218508,GO,QUIRINÓPOLIS,11,27
5218607,GO,RIALMA,11,28
5218706,GO,RIANÁPOLIS,11,28
5218789,GO,RIO QUENTE,11,27
5218805,GO,RIO VERDE,11,27
5218904,GO,RUBIATABA,11,28
5219001,GO,SANCLERLÂNDIA,11,27
5219100,GO,SANTA BÁRBARA DE GOIÁS,11,27
5219209,GO,SANTA CRUZ DE GOIÁS,11,27
5219258,GO,SANTA FÉ DE GOIÁS,11,28
5219308,GO,SANTA HELENA DE GOIÁS,11,27
5219357,GO,SANTA ISABEL,11,28
5219407,GO,SANTA RITA DO ARAGUAIA,11,27
5219456,GO,SANTA RITA DO NOVO DESTINO,11,28
5219506,GO,SANTA ROSA DE GOIÁS,11,27
5219605,GO,SANTA TEREZA DE GOIÁS,11,28
5219704,GO,SANTA TEREZINHA DE GOIÁS,11,28
5219712,GO,SANTO ANTÔNIO DA BARRA,11,27
5219738,GO,SANTO ANTÔNIO DE GOIÁS,11,27
5219753,GO,SANTO ANTÔNIO DO DESCOBERTO,11,27
5220454,GO,SENADOR CANEDO,11,27
5220504,GO,SERRANÓPOLIS,11,27
5220603,GO,SILVÂNIA,11,27
5220686,GO,SIMOLÂNDIA,11,28
5219803,GO,SÃO DOMINGOS,11,28
5219902,GO,SÃO FRANCISCO DE GOIÁS,11,28
5220009,GO,SÃO JOÃO D'ALIANÇA,11,28
5220058,GO,SÃO JOÃO DA PARAÚNA,11,27
5220108,GO,SÃO LUÍS DE MONTES BELOS,11,27
5220157,GO,SÃO LUÍZ DO NORTE,11,28
5220207,GO,SÃO MIGUEL DO ARAGUAIA,11,28
5220264,GO,SÃO MIGUEL DO PASSA QUATRO,11,27
5220280,GO,SÃO PATRÍCIO,11,28
5220405,GO,SÃO SIMÃO,11,27
5220702,GO,SÍTIO D'ABADIA,11,28
5221007,GO,TAQUARAL DE GOIÁS,11,27
5221080,GO,TERESINA DE GOIÁS,11,28
5221197,GO,TEREZÓPOLIS DE GOIÁS,11,27
5221403,GO,TRINDADE,11,27
5221452,GO,TROMBAS,11,28
5221304,GO,TRÊS RANCHOS,11,27
5221551,GO,TURVELÂNDIA,11,27
5221502,GO,TURVÂNIA,11,27
5221577,GO,UIRAPURU,11,28
5221700,GO,URUANA,11,28
5221601,GO,URUAÇU,11,28
5221809,GO,URUTAÍ,11,27
5221858,GO,VALPARAÍSO DE GOIÁS,11,27
5221908,GO,VARJÃO,11,27
5222005,GO,VIANÓPOLIS,11,27
5222054,GO,VICENTINÓPOLIS,11,27
5222203,GO,VILA BOA,11,28
5222302,GO,VILA PROPÍCIO,11,28
5200175,GO,ÁGUA FRIA DE GOIÁS,11,28
5200209,GO,ÁGUA LIMPA,11,27
5200258,GO,ÁGUAS LINDAS DE GOIÁS,11,28
2100105,MA,AFONSO CUNHA,11,29
2100204,MA,ALCÂNTARA,11,29
2100303,MA,ALDEIAS ALTAS,11,29
2100402,MA,ALTAMIRA DO MARANHÃO,11,29
2100436,MA,ALTO ALEGRE DO MARANHÃO,11,29
2100477,MA,ALTO ALEGRE DO PINDARÉ,11,29
2100501,MA,ALTO PARNAÍBA,11,28
2100550,MA,AMAPÁ DO MARANHÃO,11,29
2100600,MA,AMARANTE DO MARANHÃO,11,29
2100709,MA,ANAJATUBA,11,29
2100808,MA,ANAPURUS,11,29
2100832,MA,APICUM-AÇU,11,29
2100873,MA,ARAGUANÃ,11,29
2100907,MA,ARAIOSES,11,29
2100956,MA,ARAME,11,29
2101004,MA,ARARI,11,29
2101103,MA,AXIXÁ,11,29
2100055,MA,AÇAILÂNDIA,11,29
2101202,MA,BACABAL,11,29
2101251,MA,BACABEIRA,11,29
2101301,MA,BACURI,11,29
2101350,MA,BACURITUBA,11,29
2101400,MA,BALSAS,11,29
2101608,MA,BARRA DO CORDA,11,29
2101707,MA,BARREIRINHAS,11,29
2101509,MA,BARÃO DE GRAJAÚ,11,29
2101772,MA,BELA VISTA DO MARANHÃO,11,29
2101731,MA,BELÁGUA,11,29
2101806,MA,BENEDITO LEITE,11,29
2101905,MA,BEQUIMÃO,11,29
2101939,MA,BERNARDO DO MEARIM,11,29
2101970,MA,BOA VISTA DO GURUPI,11,29
2102002,MA,BOM JARDIM,11,29
2102036,MA,BOM JESUS DAS SELVAS,11,29
2102077,MA,BOM LUGAR,11,29
2102101,MA,BREJO,11,29
2102150,MA,BREJO DE AREIA,11,29
2102200,MA,BURITI,11,29
2102309,MA,BURITI BRAVO,11,29
2102325,MA,BURITICUPU,11,29
2102358,MA,BURITIRANA,11,29
2102374,MA,CACHOEIRA GRANDE,11,29
2102408,MA,CAJAPIÓ,11,29
2102507,MA,CAJARI,11,29
2102556,MA,CAMPESTRE DO MARANHÃO,11,29
2102705,MA,CANTANHEDE,11,29
2102754,MA,CAPINZAL DO NORTE,11,29
2102804,MA,CAROLINA,11,29
2102903,MA,CARUTAPERA,11,29
2103000,MA,CAXIAS,11,29
2103109,MA,CEDRAL,11,29
2103125,MA,CENTRAL DO MARANHÃO,11,29
2103158,MA,CENTRO DO GUILHERME,11,29
2103174,MA,CENTRO NOVO DO MARANHÃO,11,29
2103208,MA,CHAPADINHA,11,29
2103257,MA,CIDELÂNDIA,11,29
2103307,MA,CODÓ,11,29
2103406,MA,COELHO NETO,11,29
2103505,MA,COLINAS,11,29
2103554,MA,CONCEIÇÃO DO LAGO-AÇU,11,29
2103604,MA,COROATÁ,11,29
2103703,MA,CURURUPU,11,29
2102606,MA,CÂNDIDO MENDES,11,29
2103752,MA,DAVINÓPOLIS,11,29
2103802,MA,DOM PEDRO,11,29
2103901,MA,DUQUE BACELAR,11,29
2104008,MA,ESPERANTINÓPOLIS,11,29
2104057,MA,ESTREITO,11,29
2104073,MA,FEIRA NOVA DO MARANHÃO,11,29
2104081,MA,FERNANDO FALCÃO,11,29
2104099,MA,FORMOSA DA SERRA NEGRA,11,29
2104107,MA,FORTALEZA DOS NOGUEIRAS,11,29
2104206,MA,FORTUNA,11,29
2104305,MA,GODOFREDO VIANA,11,29
2104404,MA,GONÇALVES DIAS,11,29
2104503,MA,GOVERNADOR ARCHER,11,29
2104552,MA,GOVERNADOR EDISON LOBÃO,11,29
2104602,MA,GOVERNADOR EUGÊNIO BARROS,11,29
2104628,MA,GOVERNADOR LUIZ ROCHA,11,29
2104651,MA,GOVERNADOR NEWTON BELLO,11,29
2104677,MA,GOVERNADOR NUNES FREIRE,11,29
2104800,MA,GRAJAÚ,11,29
2104701,MA,GRAÇA ARANHA,11,29
2104909,MA,GUIMARÃES,11,29
2105005,MA,HUMBERTO DE CAMPOS,11,29
2105104,MA,ICATU,11,29
2105153,MA,IGARAPÉ DO MEIO,11,29
2105203,MA,IGARAPÉ GRANDE,11,29
2105302,MA,IMPERATRIZ,11,29
2105351,MA,ITAIPAVA DO GRAJAÚ,11,29
2105401,MA,ITAPECURU MIRIM,11,29
2105427,MA,ITINGA DO MARANHÃO,11,29
2105450,MA,JATOBÁ,11,29
2105476,MA,JENIPAPO DOS VIEIRAS,11,29
2105609,MA,JOSELÂNDIA,11,29
2105500,MA,JOÃO LISBOA,11,29
2105658,MA,JUNCO DO MARANHÃO,11,29
2105708,MA,LAGO DA PEDRA,11,29
2105807,MA,LAGO DO JUNCO,11,29
2105948,MA,LAGO DOS RODRIGUES,11,29
2105906,MA,LAGO VERDE,11,29
2105922,MA,LAGOA DO MATO,11,29
2105963,MA,LAGOA GRANDE DO MARANHÃO,11,29
2105989,MA,LAJEADO NOVO,11,29
2106003,MA,LIMA CAMPOS,11,29
2106102,MA,LORETO,11,29
2106201,MA,LUÍS DOMINGUES,11,29
2106300,MA,MAGALHÃES DE ALMEIDA,11,29
2106326,MA,MARACAÇUMÉ,11,29
2106359,MA,MARAJÁ DO SENA,11,29
2106375,MA,MARANHÃOZINHO,11,29
2106409,MA,MATA ROMA,11,29
2106508,MA,MATINHA,11,29
2106607,MA,MATÕES,11,29
2106631,MA,MATÕES DO NORTE,11,29
2106672,MA,MILAGRES DO MARANHÃO,11,29
2106706,MA,MIRADOR,11,29
2106755,MA,MIRANDA DO NORTE,11,29
2106805,MA,MIRINZAL,11,29
2107001,MA,MONTES ALTOS,11,29
2106904,MA,MONÇÃO,11,29
2107100,MA,MORROS,11,29
2107209,MA,NINA RODRIGUES,11,29
2107258,MA,NOVA COLINAS,11,29
2107308,MA,NOVA IORQUE,11,29
2107357,MA,NOVA OLINDA DO MARANHÃO,11,29
2107407,MA,OLHO D'ÁGUA DAS CUNHÃS,11,29
2107456,MA,OLINDA NOVA DO MARANHÃO,11,29
2107605,MA,PALMEIRÂNDIA,11,29
2107704,MA,PARAIBANO,11,29
2107803,MA,PARNARAMA,11,29
2107902,MA,PASSAGEM FRANCA,11,29
2108009,MA,PASTOS BONS,11,29
2108058,MA,PAULINO NEVES,11,29
2108108,MA,PAULO RAMOS,11,29
2107506,MA,PAÇO DO LUMIAR,11,29
2108207,MA,PEDREIRAS,11,29
2108256,MA,PEDRO DO ROSÁRIO,11,29
2108306,MA,PENALVA,11,29
2108405,MA,PERI MIRIM,11,29
2108454,MA,PERITORÓ,11,29
2108504,MA,PINDARÉ-MIRIM,11,29
2108603,MA,PINHEIRO,11,29
2108702,MA,PIO XII,11,29
2108801,MA,PIRAPEMAS,11,29
2109007,MA,PORTO FRANCO,11,29
2109056,MA,PORTO RICO DO MARANHÃO,11,29
2108900,MA,POÇÃO DE PEDRAS,11,29
2109106,MA,PRESIDENTE DUTRA,11,29
2109205,MA,PRESIDENTE JUSCELINO,11,29
2109239,MA,PRESIDENTE MÉDICI,11,29
2109270,MA,PRESIDENTE SARNEY,11,29
2109304,MA,PRESIDENTE VARGAS,11,29
2109403,MA,PRIMEIRA CRUZ,11,29
2109452,MA,RAPOSA,11,29
2109502,MA,RIACHÃO,11,29
2109551,MA,RIBAMAR FIQUENE,11,29
2109601,MA,ROSÁRIO,11,29
2109700,MA,SAMBAÍBA,11,29
2109759,MA,SANTA FILOMENA DO MARANHÃO,11,29
2109809,MA,SANTA HELENA,11,29
2109908,MA,SANTA INÊS,11,29
2110005,MA,SANTA LUZIA,11,29
2110039,MA,SANTA LUZIA DO PARUÁ,11,29
2110104,MA,SANTA QUITÉRIA DO MARANHÃO,11,29
2110203,MA,SANTA RITA,11,29
2110237,MA,SANTANA DO MARANHÃO,11,29
2110278,MA,SANTO AMARO DO MARANHÃO,11,29
2110302,MA,SANTO ANTÔNIO DOS LOPES,11,29
2111722,MA,SATUBINHA,11,29
2111748,MA,SENADOR ALEXANDRE COSTA,11,29
2111763,MA,SENADOR LA ROCQUE,11,29
2111789,MA,SERRANO DO MARANHÃO,11,29
2111904,MA,SUCUPIRA DO NORTE,11,29
2111953,MA,SUCUPIRA DO RIACHÃO,11,29
2110401,MA,SÃO BENEDITO DO RIO PRETO,11,29
2110500,MA,SÃO BENTO,11,29
2110609,MA,SÃO BERNARDO,11,29
2110658,MA,SÃO DOMINGOS DO AZEITÃO,11,29
2110708,MA,SÃO DOMINGOS DO MARANHÃO,11,29
2110856,MA,SÃO FRANCISCO DO BREJÃO,11,29
2110906,MA,SÃO FRANCISCO DO MARANHÃO,11,29
2110807,MA,SÃO FÉLIX DE BALSAS,11,29
2111201,MA,SÃO JOSÉ DE RIBAMAR,11,29
2111250,MA,SÃO JOSÉ DOS BASÍLIOS,11,29
2111003,MA,SÃO JOÃO BATISTA,11,29
2111029,MA,SÃO JOÃO DO CARÚ,11,29
2111052,MA,SÃO JOÃO DO PARAÍSO,11,29
2111078,MA,SÃO JOÃO DO SOTER,11,29
2111102,MA,SÃO JOÃO DOS PATOS,11,29
2111300,MA,SÃO LUÍS,11,29
2111409,MA,SÃO LUÍS GONZAGA DO MARANHÃO,11,29
2111508,MA,SÃO MATEUS DO MARANHÃO,11,29
2111532,MA,SÃO PEDRO DA ÁGUA BRANCA,11,29
2111573,MA,SÃO PEDRO DOS CRENTES,11,29
2111607,MA,SÃO RAIMUNDO DAS MANGABEIRAS,11,29
2111631,MA,SÃO RAIMUNDO DO DOCA BEZERRA,11,29
2111672,MA,SÃO ROBERTO,11,29
2111706,MA,SÃO VICENTE FERRER,11,29
2111805,MA,SÍTIO NOVO,11,29
2112001,MA,TASSO FRAGOSO,11,28
2112100,MA,TIMBIRAS,11,29
2112209,MA,TIMON,11,29
2112233,MA,TRIZIDELA DO VALE,11,29
2112274,MA,TUFILÂNDIA,11,29
2112308,MA,TUNTUM,11,29
2112407,MA,TURIAÇU,11,29
2112456,MA,TURILÂNDIA,11,29
2112506,MA,TUTÓIA,11,29
2112605,MA,URBANO SANTOS,11,29
2112704,MA,VARGEM GRANDE,11,29
2112803,MA,VIANA,11,29
2112852,MA,VILA NOVA DOS MARTÍRIOS,11,29
2113009,MA,VITORINO FREIRE,11,29
2112902,MA,VITÓRIA DO MEARIM,11,29
2114007,MA,ZÉ DOCA,11,29
2100154,MA,ÁGUA DOCE DO MARANHÃO,11,29
3100104,MG,ABADIA DOS DOURADOS,11,27
3100203,MG,ABAETÉ,11,27
3100302,MG,ABRE CAMPO,11,27
3100401,MG,ACAIACA,11,27
3100807,MG,AGUANIL,11,26
3101102,MG,AIMORÉS,11,27
3101201,MG,AIURUOCA,11,26
3101300,MG,ALAGOA,11,26
3101409,MG,ALBERTINA,11,26
3101607,MG,ALFENAS,11,26
3101631,MG,ALFREDO VASCONCELOS,11,26
3101706,MG,ALMENARA,11,27
3101805,MG,ALPERCATA,11,27
3101904,MG,ALPINÓPOLIS,11,26
3102001,MG,ALTEROSA,11,26
3102050,MG,ALTO CAPARAÓ,11,27
3153509,MG,ALTO JEQUITIBÁ,11,27
3102100,MG,ALTO RIO DOCE,11,26
3102209,MG,ALVARENGA,11,27
3102308,MG,ALVINÓPOLIS,11,27
3102407,MG,ALVORADA DE MINAS,11,27
3101508,MG,ALÉM PARAÍBA,11,26
3102506,MG,AMPARO DO SERRA,11,27
3102605,MG,ANDRADAS,11,26
3102803,MG,ANDRELÂNDIA,11,26
3102852,MG,ANGELÂNDIA,11,27
3102902,MG,ANTÔNIO CARLOS,11,26
3103009,MG,ANTÔNIO DIAS,11,27
3103108,MG,ANTÔNIO PRADO DE MINAS,11,26
3103306,MG,ARACITABA,11,26
3103504,MG,ARAGUARI,11,27
3103603,MG,ARANTINA,11,26
3103702,MG,ARAPONGA,11,27
3103751,MG,ARAPORÃ,11,27
3103801,MG,ARAPUÁ,11,27
3104007,MG,ARAXÁ,11,27
3103207,MG,ARAÇAÍ,11,27
3103405,MG,ARAÇUAÍ,11,27
3103900,MG,ARAÚJOS,11,27
3104106,MG,ARCEBURGO,11,26
3104205,MG,ARCOS,11,27
3104304,MG,AREADO,11,26
3104403,MG,ARGIRITA,11,26
3104452,MG,ARICANDUVA,11,27
3104502,MG,ARINOS,11,27
3104601,MG,ASTOLFO DUTRA,11,26
3104700,MG,ATALÉIA,11,27
3104809,MG,AUGUSTO DE LIMA,11,27
3100500,MG,AÇUCENA,11,27
3104908,MG,BAEPENDI,11,26
3105004,MG,BALDIM,11,27
3105103,MG,BAMBUÍ,11,27
3105202,MG,BANDEIRA,11,28
3105301,MG,BANDEIRA DO SUL,11,26
3105608,MG,BARBACENA,11,26
3105707,MG,BARRA LONGA,11,27
3105905,MG,BARROSO,11,26
3105400,MG,BARÃO DE COCAIS,11,27
3105509,MG,BARÃO DE MONTE ALTO,11,26
3106002,MG,BELA VISTA DE MINAS,11,27
3106101,MG,BELMIRO BRAGA,11,26
3106200,MG,BELO HORIZONTE,11,27
3106309,MG,BELO ORIENTE,11,27
3106408,MG,BELO VALE,11,27
3106507,MG,BERILO,11,27
3106655,MG,BERIZAL,11,28
3106606,MG,BERTÓPOLIS,11,27
3106705,MG,BETIM,11,27
3106804,MG,BIAS FORTES,11,26
3106903,MG,BICAS,11,26
3107000,MG,BIQUINHAS,11,27
3107109,MG,BOA ESPERANÇA,11,26
3107208,MG,BOCAINA DE MINAS,11,26
3107307,MG,BOCAIÚVA,11,27
3107406,MG,BOM DESPACHO,11,27
3107505,MG,BOM JARDIM DE MINAS,11,26
3107604,MG,BOM JESUS DA PENHA,11,26
3107703,MG,BOM JESUS DO AMPARO,11,27
3107802,MG,BOM JESUS DO GALHO,11,27
3107901,MG,BOM REPOUSO,11,26
3108008,MG,BOM SUCESSO,11,26
3108107,MG,BONFIM,11,27
3108206,MG,BONFINÓPOLIS DE MINAS,11,27
3108255,MG,BONITO DE MINAS,11,28
3108305,MG,BORDA DA MATA,11,26
3108404,MG,BOTELHOS,11,26
3108503,MG,BOTUMIRIM,11,27
3108552,MG,BRASILÂNDIA DE MINAS,11,27
3108602,MG,BRASÍLIA DE MINAS,11,27
3108909,MG,BRASÓPOLIS,11,26
3108800,MG,BRAÚNAS,11,27
3109006,MG,BRUMADINHO,11,27
3108701,MG,BRÁS PIRES,11,26
3109105,MG,BUENO BRANDÃO,11,26
3109204,MG,BUENÓPOLIS,11,27
3109253,MG,BUGRE,11,27
3109303,MG,BURITIS,11,28
3109402,MG,BURITIZEIRO,11,27
3109451,MG,CABECEIRA GRANDE,11,27
3109501,MG,CABO VERDE,11,26
3109600,MG,CACHOEIRA DA PRATA,11,27
3109709,MG,CACHOEIRA DE MINAS,11,26
3102704,MG,CACHOEIRA DE PAJEÚ,11,27
3109808,MG,CACHOEIRA DOURADA,11,27
3109907,MG,CAETANÓPOLIS,11,27
3110004,MG,CAETÉ,11,27
3110103,MG,CAIANA,11,27
3110202,MG,CAJURI,11,27
3110301,MG,CALDAS,11,26
3110400,MG,CAMACHO,11,27
3110509,MG,CAMANDUCAIA,11,26
3110707,MG,CAMBUQUIRA,11,26
3110608,MG,CAMBUÍ,11,26
3110905,MG,CAMPANHA,11,26
3110806,MG,CAMPANÁRIO,11,27
3111002,MG,CAMPESTRE,11,26
3111101,MG,CAMPINA VERDE,11,27
3111150,MG,CAMPO AZUL,11,27
3111200,MG,CAMPO BELO,11,26
3111309,MG,CAMPO DO MEIO,11,26
3111408,MG,CAMPO FLORIDO,11,27
3111507,MG,CAMPOS ALTOS,11,27
3111606,MG,CAMPOS GERAIS,11,26
3111903,MG,CANA VERDE,11,26
3111705,MG,CANAÃ,11,27
3112000,MG,CANDEIAS,11,27
3112059,MG,CANTAGALO,11,27
3111804,MG,CANÁPOLIS,11,27
3112109,MG,CAPARAÓ,11,27
3112208,MG,CAPELA NOVA,11,26
3112307,MG,CAPELINHA,11,27
3112406,MG,CAPETINGA,11,27
3112505,MG,CAPIM BRANCO,11,27
3112604,MG,CAPINÓPOLIS,11,27
3112653,MG,CAPITÃO ANDRADE,11,27
3112703,MG,CAPITÃO ENÉAS,11,27
3112802,MG,CAPITÓLIO,11,27
3112901,MG,CAPUTIRA,11,27
3113107,MG,CARANAÍBA,11,26
3113206,MG,CARANDAÍ,11,26
3113305,MG,CARANGOLA,11,27
3113404,MG,CARATINGA,11,27
3113008,MG,CARAÍ,11,27
3113503,MG,CARBONITA,11,27
3113602,MG,CAREAÇU,11,26
3113701,MG,CARLOS CHAGAS,11,27
3113909,MG,CARMO DA CACHOEIRA,11,26
3114006,MG,CARMO DA MATA,11,27
3114105,MG,CARMO DE MINAS,11,26
3114204,MG,CARMO DO CAJURU,11,27
3114303,MG,CARMO DO PARANAÍBA,11,27
3114402,MG,CARMO DO RIO CLARO,11,26
3113800,MG,CARMÉSIA,11,27
3114501,MG,CARMÓPOLIS DE MINAS,11,27
3114550,MG,CARNEIRINHO,11,27
3114600,MG,CARRANCAS,11,26
3114808,MG,CARVALHOS,11,26
3114709,MG,CARVALHÓPOLIS,11,26
3114907,MG,CASA GRANDE,11,27
3115003,MG,CASCALHO RICO,11,27
3115300,MG,CATAGUASES,11,26
3115359,MG,CATAS ALTAS,11,27
3115409,MG,CATAS ALTAS DA NORUEGA,11,27
3115458,MG,CATUJI,11,27
3115474,MG,CATUTI,11,28
3115508,MG,CAXAMBU,11,26
3115607,MG,CEDRO DO ABAETÉ,11,27
3115706,MG,CENTRAL DE MINAS,11,27
3115805,MG,CENTRALINA,11,27
3116001,MG,CHALÉ,11,27
3116100,MG,CHAPADA DO NORTE,11,27
3116159,MG,CHAPADA GAÚCHA,11,28
3116209,MG,CHIADOR,11,26
3115904,MG,CHÁCARA,11,26
3116308,MG,CIPOTÂNEA,11,26
3116407,MG,CLARAVAL,11,27
3116506,MG,CLARO DOS POÇÕES,11,27
3116605,MG,CLÁUDIO,11,27
3116704,MG,COIMBRA,11,26
3116803,MG,COLUNA,11,27
3116902,MG,COMENDADOR GOMES,11,27
3117009,MG,COMERCINHO,11,27
3117108,MG,CONCEIÇÃO DA APARECIDA,11,26
3115201,MG,CONCEIÇÃO DA BARRA DE MINAS,11,26
3117306,MG,CONCEIÇÃO DAS ALAGOAS,11,27
3117207,MG,CONCEIÇÃO DAS PEDRAS,11,26
3117405,MG,CONCEIÇÃO DE IPANEMA,11,27
3117504,MG,CONCEIÇÃO DO MATO DENTRO,11,27
3117603,MG,CONCEIÇÃO DO PARÁ,11,27
3117702,MG,CONCEIÇÃO DO RIO VERDE,11,26
3117801,MG,CONCEIÇÃO DOS OUROS,11,26
3117876,MG,CONFINS,11,27
3117900,MG,CONGONHAL,11,26
3118007,MG,CONGONHAS,11,27
3118106,MG,CONGONHAS DO NORTE,11,27
3118205,MG,CONQUISTA,11,27
3118304,MG,CONSELHEIRO LAFAIETE,11,27
3118403,MG,CONSELHEIRO PENA,11,27
3118502,MG,CONSOLAÇÃO,11,26
3118601,MG,CONTAGEM,11,27
3118700,MG,COQUEIRAL,11,26
3118809,MG,CORAÇÃO DE JESUS,11,27
3118908,MG,CORDISBURGO,11,27
3119005,MG,CORDISLÂNDIA,11,26
3119104,MG,CORINTO,11,27
3119203,MG,COROACI,11,27
3119302,MG,COROMANDEL,11,27
3119401,MG,CORONEL FABRICIANO,11,27
3119500,MG,CORONEL MURTA,11,27
3119609,MG,CORONEL PACHECO,11,26
3119708,MG,CORONEL XAVIER CHAVES,11,26
3120102,MG,COUTO DE MAGALHÃES DE MINAS,11,27
3120201,MG,CRISTAIS,11,26
3120409,MG,CRISTIANO OTONI,11,26
3120508,MG,CRISTINA,11,26
3120300,MG,CRISTÁLIA,11,27
3120151,MG,CRISÓLITA,11,27
3120607,MG,CRUCILÂNDIA,11,27
3120706,MG,CRUZEIRO DA FORTALEZA,11,27
3120805,MG,CRUZÍLIA,11,26
3120839,MG,CUPARAQUE,11,27
3120870,MG,CURRAL DE DENTRO,11,27
3120904,MG,CURVELO,11,27
3115102,MG,CÁSSIA,11,27
3119807,MG,CÓRREGO DANTA,11,27
3119906,MG,CÓRREGO DO BOM JESUS,11,26
3119955,MG,CÓRREGO FUNDO,11,27
3120003,MG,CÓRREGO NOVO,11,27
3117836,MG,CÔNEGO MARINHO,11,28
3121001,MG,DATAS,11,27
3121100,MG,DELFIM MOREIRA,11,26
3121209,MG,DELFINÓPOLIS,11,27
3121258,MG,DELTA,11,27
3121308,MG,DESCOBERTO,11,26
3121407,MG,DESTERRO DE ENTRE RIOS,11,27
3121506,MG,DESTERRO DO MELO,11,26
3121605,MG,DIAMANTINA,11,27
3121704,MG,DIOGO DE VASCONCELOS,11,27
3121803,MG,DIONÍSIO,11,27
3122009,MG,DIVINO,11,27
3122108,MG,DIVINO DAS LARANJEIRAS,11,27
3122207,MG,DIVINOLÂNDIA DE MINAS,11,27
3121902,MG,DIVINÉSIA,11,26
3122306,MG,DIVINÓPOLIS,11,27
3122355,MG,DIVISA ALEGRE,11,28
3122405,MG,DIVISA NOVA,11,26
3122454,MG,DIVISÓPOLIS,11,28
3122470,MG,DOM BOSCO,11,27
3122504,MG,DOM CAVATI,11,27
3122603,MG,DOM JOAQUIM,11,27
3122702,MG,DOM SILVÉRIO,11,27
3122801,MG,DOM VIÇOSO,11,26
3122900,MG,DONA EUSÉBIA,11,26
3123007,MG,DORES DE CAMPOS,11,26
3123106,MG,DORES DE GUANHÃES,11,27
3123205,MG,DORES DO INDAIÁ,11,27
3123304,MG,DORES DO TURVO,11,26
